time (days since 1610-01-01),irradiance (W/m^2),uncertainty (W/m^2)
132231.0,1361.26171875,0.2691020667552948
132262.0,1361.021240234375,0.41018861532211304
132291.0,1361.064453125,0.3859025835990906
132322.0,1361.4119873046875,0.3066560924053192
132352.0,1360.9112548828125,0.37396764755249023
132383.0,1361.129150390625,0.43183815479278564
132413.0,1361.2479248046875,0.3511357307434082
132444.0,1361.1072998046875,0.3540530800819397
132475.0,1361.2786865234375,0.29487529397010803
132505.0,1360.90380859375,0.32206210494041443
132536.0,1361.02587890625,0.22136062383651733
132566.0,1360.847900390625,0.21828538179397583
132597.0,1360.9940185546875,0.2101883590221405
132628.0,1360.989501953125,0.20945212244987488
132656.0,1360.7843017578125,0.24320003390312195
132687.0,1360.8875732421875,0.2714393138885498
132717.0,1360.9967041015625,0.21758437156677246
132748.0,1360.93017578125,0.19823220372200012
132778.0,1360.851318359375,0.15582363307476044
132809.0,1360.848388671875,0.14370371401309967
132840.0,1360.6800537109375,0.27105170488357544
132870.0,1360.8424072265625,0.18414871394634247
132901.0,1360.7823486328125,0.13425704836845398
132931.0,1360.796875,0.1335446536540985
132962.0,1360.7685546875,0.12497430294752121
132993.0,1360.731689453125,0.12399225682020187
133021.0,1360.8466796875,0.12166920304298401
133052.0,1360.6934814453125,0.15971282124519348
133082.0,1360.897705078125,0.1875269114971161
133113.0,1360.93505859375,0.18086087703704834
133143.0,1360.6202392578125,0.24156516790390015
133174.0,1360.8031005859375,0.17465102672576904
133205.0,1360.7001953125,0.19096879661083221
133235.0,1360.696044921875,0.21349221467971802
133266.0,1360.8519287109375,0.16524025797843933
133296.0,1360.7059326171875,0.12408323585987091
133327.0,1360.6595458984375,0.06769819557666779
133358.0,1360.6441650390625,0.048880744725465775
133386.0,1360.7130126953125,0.05243948474526405
133417.0,1360.79736328125,0.060187581926584244
133447.0,1360.787353515625,0.06823105365037918
133478.0,1360.7034912109375,0.061018433421850204
133508.0,1360.6541748046875,0.10142006725072861
133539.0,1360.5084228515625,0.16936470568180084
133570.0,1360.8387451171875,0.08385372906923294
133600.0,1360.7734375,0.07946524024009705
133631.0,1360.7691650390625,0.10827921330928802
133661.0,1360.737548828125,0.06896470487117767
133692.0,1360.709716796875,0.07945102453231812
133723.0,1360.709716796875,0.053309325128793716
133752.0,1360.574951171875,0.10125083476305008
133783.0,1360.633544921875,0.11527799069881439
133813.0,1360.758544921875,0.0739627331495285
133844.0,1360.7054443359375,0.06282676011323929
133874.0,1360.679443359375,0.038115788251161575
133905.0,1360.666259765625,0.09676475822925568
133936.0,1360.72265625,0.08282670378684998
133966.0,1360.7923583984375,0.09579627215862274
133997.0,1360.7127685546875,0.06069566681981087
134027.0,1360.6707763671875,0.07794850319623947
134058.0,1360.7567138671875,0.07843296974897385
134089.0,1360.8641357421875,0.12344299256801605
134117.0,1360.7532958984375,0.06092046946287155
134148.0,1360.81640625,0.09678719192743301
134178.0,1360.908447265625,0.11315623670816422
134209.0,1360.7105712890625,0.2010180801153183
134239.0,1360.898681640625,0.12019577622413635
134270.0,1360.934326171875,0.14923492074012756
134301.0,1360.6644287109375,0.24251554906368256
134331.0,1360.9041748046875,0.22840137779712677
