Year,Country,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2006,Greenland,384.69,385.53,386.12,386.89,386.93,384.49,378.96,374.17,374.68,379.53,384.37,386.16
2006,Guam,381.7,382.89,383.51,384.49,385.16,384.45,382.59,380.29,378.92,379.59,381.49,382.81
2006,Hungary,399.72,396.3,393.18,388.58,381.38,375.5,372.9,370.29,375.94,384.94,391.61,397.82
2006,Iceland,384.36,385.46,386.71,387.6,387.12,384.3,378.76,374.1,374.61,379.62,383.83,386.25
2006,Indonesia,378.02,380.58,376.82,374.9,376.68,376.64,375.75,375.83,377.25,380.43,379.7,376.15
2006,Ireland,385.93,386.37,386.02,386.71,387.02,384.1,378.35,373.44,374.07,379.08,383.2,385.61
2006,Israel,385.56,385.42,386.56,387.45,385.73,380.62,377.78,378.17,379.32,382.67,385.77,387.76
2006,Italy,383.81,383.81,383.81,383.81,383.81,383.81,383.81,383.81,383.81,381.63,383.99,385.81
2006,Japan,377.87,377.8,377.9,378.18,378.45,378.65,379.06,379.43,379.55,379.61,379.58,379.5
2006,Kazakhstan,389.1,388.1,387.36,385.62,381.69,378.41,375.55,374.4,378.6,384.03,387.12,388.91
2006,Kenya,379.67,381.99,381.45,378.54,378.57,380.02,378.6,379.83,379.83,379.83,379.83,379.83
2006,Mongolia,385.57,387.4,389.14,390.57,388.06,381.08,374.64,373.91,378.63,382.39,385.12,387.28
2006,New Zealand,377.07,376.97,377.38,377.83,378.75,378.84,378.86,379.48,379.79,379.7,379.33,379.61
2006,Norway,385.12,386.93,387.68,387.47,386.76,384.28,378.67,373.69,374.79,379.33,384.33,387.55
2006,Norway and Sweden,384.58,385.61,387.26,388.01,387.76,385.14,379.1,373.87,373.89,379.52,385.1,387.81
2006,Peoples Republic of China,382.61,383.27,385.07,386.9,385.3,381.28,377.68,377.6,379.51,381.0,381.65,383.4
2006,Poland,395.5,393.41,392.66,392.86,389.23,382.23,376.26,375.93,381.85,385.47,390.67,393.94
2006,Portugal,380.18,380.18,380.18,380.18,384.61,383.32,379.5,375.34,375.22,378.24,381.56,383.69
2006,Republic of Kiribati,381.15,381.71,382.62,383.39,382.25,381.22,381.4,381.09,380.63,380.53,380.84,381.67
2006,Republic of Korea,388.06,389.26,390.56,392.78,392.02,387.22,380.44,376.86,380.47,386.33,388.53,389.66
2006,Romania,398.96,398.56,396.47,394.57,395.48,391.44,384.41,386.89,390.01,392.96,400.88,403.79
2006,Seychelles,381.23,382.1,381.57,380.1,379.12,379.18,379.74,380.1,380.25,380.16,380.41,381.27
2006,Spain,382.29,383.07,382.89,383.24,383.42,382.09,379.7,378.25,378.11,379.11,380.58,381.81
2006,Taiwan,377.16,377.16,377.16,377.16,377.16,377.16,377.16,376.87,374.65,375.98,379.4,378.92
2006,United Kingdom,381.12,381.88,382.18,382.23,381.93,381.44,380.24,378.5,378.48,380.24,381.79,382.32
2006,United States,384.15,385.01,385.29,385.66,385.38,383.21,380.09,377.72,378.54,381.99,383.98,384.98
2007,Algeria,383.82,385.28,386.23,386.37,386.51,385.88,383.39,380.8,379.79,380.59,382.89,385.06
2007,American Samoa,381.17,381.91,382.47,381.72,381.51,381.88,382.11,382.04,381.86,382.46,383.08,383.49
2007,Argentina,379.04,379.32,379.54,380.11,380.7,381.3,381.98,382.05,381.72,381.71,381.38,381.08
2007,Australia,379.24,379.27,379.45,379.65,380.06,380.4,380.8,381.27,381.5,381.6,381.65,381.65
2007,Barbados,383.55,384.5,385.87,386.43,386.3,385.57,382.95,380.25,379.61,380.55,382.08,384.04
2007,Brazil,381.02,381.09,380.99,380.89,381.15,381.82,382.26,382.19,382.34,381.53,381.53,381.53
2007,Canada,388.75,389.12,389.61,389.8,389.44,387.6,380.38,373.23,374.52,380.33,385.09,388.84
2007,Chile,378.77,378.62,378.39,379.99,381.67,380.83,380.34,380.1,380.12,380.87,381.42,382.1
2007,Finland,390.16,392.61,391.44,389.33,388.36,383.66,376.78,373.65,377.18,383.47,390.41,393.17
2007,France,379.27,379.25,379.48,379.9,380.28,380.6,381.03,381.52,381.75,381.7,381.55,381.5
2007,Germany,392.39,392.54,390.19,384.55,381.49,381.4,381.28,378.68,381.94,391.21,391.28,390.85
2007,Greenland,386.86,387.71,388.45,388.42,387.36,384.71,379.15,375.11,376.04,380.92,385.05,386.86
2007,Guam,383.51,384.62,383.72,383.72,386.07,386.07,384.83,383.0,381.41,381.26,382.72,383.72
2007,Hungary,397.78,394.48,390.82,386.07,381.45,380.06,377.92,373.41,377.52,390.83,397.23,401.13
2007,Iceland,387.09,388.01,388.92,388.9,388.22,385.04,378.95,374.42,375.89,380.81,384.91,387.45
2007,Indonesia,378.0,377.76,375.55,375.23,374.91,378.29,380.4,377.09,374.58,375.53,376.85,378.22
2007,Ireland,386.8,387.15,387.91,388.25,387.46,384.91,378.87,374.08,375.23,380.45,384.45,387.13
2007,Israel,387.96,387.66,388.46,388.33,386.74,383.97,382.34,381.44,381.16,384.39,388.01,389.4
2007,Italy,386.36,386.97,387.89,387.32,386.41,383.74,380.49,380.52,381.59,383.4,386.46,388.83
2007,Japan,379.42,379.34,379.48,379.92,380.27,380.56,380.99,381.42,381.79,381.97,381.93,381.93
2007,Kazakhstan,389.31,389.72,389.17,386.02,382.86,380.91,378.76,377.69,380.88,384.73,387.48,390.71
2007,Mongolia,388.19,388.59,388.99,389.38,388.5,382.03,374.76,376.3,381.95,384.35,385.76,386.97
2007,Namibia,380.67,380.29,380.51,380.76,380.47,381.77,383.16,382.69,383.57,381.64,381.64,382.51
2007,New Zealand,380.07,379.72,379.62,380.45,380.99,380.89,380.94,381.25,381.45,381.55,381.34,381.45
2007,Norway,387.71,387.67,388.74,389.08,388.13,384.24,377.97,373.68,375.3,380.38,385.93,388.81
2007,Norway and Sweden,388.15,388.37,389.17,389.6,388.58,385.77,378.68,372.85,375.26,380.71,385.97,388.85
2007,Peoples Republic of China,384.78,385.53,387.28,388.91,387.3,385.25,381.47,377.53,380.34,383.1,383.41,385.58
2007,Poland,391.22,393.42,394.17,390.13,388.57,386.54,383.41,380.04,381.62,385.71,389.85,394.77
2007,Portugal,385.84,386.54,386.49,387.19,386.32,384.18,379.45,375.49,377.23,381.21,384.09,386.17
2007,Republic of Kiribati,382.54,383.25,384.09,384.37,384.02,384.02,384.02,383.38,382.85,383.03,383.46,383.98
2007,Republic of Korea,392.94,396.99,396.19,392.59,391.98,388.13,384.5,384.71,383.55,385.12,388.6,391.01
2007,Romania,397.68,394.96,396.64,398.57,399.63,390.36,380.11,386.79,392.49,389.69,392.44,399.9
2007,Seychelles,382.37,382.76,381.37,380.66,381.51,381.86,381.97,382.22,382.16,382.15,382.57,383.8
2007,Spain,382.31,384.26,386.24,385.52,384.96,383.9,382.06,380.12,379.07,380.93,383.12,384.44
2007,Taiwan,378.95,383.02,387.8,387.16,383.84,384.76,380.26,376.9,378.15,374.92,376.09,381.67
2007,United Kingdom,383.32,384.24,384.29,384.52,384.09,383.01,382.24,380.96,380.66,382.04,383.64,384.16
2007,United States,386.52,387.2,387.33,387.84,387.13,384.27,380.66,378.87,380.39,383.41,385.9,387.4
2008,Algeria,386.68,387.32,387.68,388.34,385.28,385.28,385.7,382.33,381.54,382.44,384.22,386.57
2008,American Samoa,384.17,384.22,383.74,383.69,384.12,384.07,383.66,383.73,383.82,383.97,384.59,385.31
2008,Argentina,381.56,382.45,382.76,382.58,382.45,383.26,384.23,383.88,383.74,383.75,383.26,382.93
2008,Australia,381.69,381.81,381.8,381.79,381.92,382.36,382.93,383.31,383.54,383.62,383.5,383.51
2008,Barbados,385.68,387.07,388.26,388.74,385.3,385.3,385.3,382.62,381.89,382.79,384.37,386.25
2008,Brazil,384.23,384.23,383.02,382.64,382.83,383.83,384.34,384.2,384.77,385.46,385.64,385.56
2008,Canada,389.31,394.2,394.71,393.59,391.64,385.47,377.69,375.36,378.58,385.94,391.86,393.9
2008,Chile,382.86,382.77,382.37,382.01,382.13,382.58,382.37,382.6,382.84,382.68,383.32,384.03
2008,Finland,392.11,393.53,395.55,393.72,390.9,386.38,380.09,376.05,378.98,385.06,391.1,393.92
2008,France,381.56,381.61,381.78,381.96,382.08,382.48,383.12,383.45,383.55,383.55,383.51,383.43
2008,Germany,397.28,399.87,398.28,392.77,386.47,384.52,386.6,383.42,384.34,383.45,392.32,396.04
2008,Greenland,388.8,390.25,390.71,390.99,390.78,387.77,381.86,377.79,377.9,382.15,386.81,389.48
2008,Guam,385.3,385.3,385.3,385.3,388.98,388.06,386.12,383.82,382.2,382.58,384.56,386.11
2008,Hungary,402.9,398.2,394.9,389.63,380.77,376.7,376.06,375.37,382.4,394.74,399.44,400.51
2008,Iceland,389.5,390.89,391.71,391.95,390.58,387.04,382.1,377.73,377.71,382.22,387.04,389.42
2008,Indonesia,379.73,379.33,380.53,381.69,381.12,380.42,379.04,379.32,379.39,378.13,375.54,376.35
2008,Ireland,389.5,390.24,390.73,391.4,390.99,387.38,381.63,377.8,377.69,382.05,386.19,388.85
2008,Israel,389.91,389.75,389.94,390.98,389.46,385.69,382.74,381.68,383.66,387.38,389.72,390.15
2008,Italy,389.7,389.05,389.09,389.64,388.99,387.4,383.46,381.0,382.38,384.15,386.38,388.38
2008,Japan,381.92,381.86,382.0,382.15,382.2,382.51,383.05,383.44,383.67,383.77,383.64,383.53
2008,Kazakhstan,392.05,393.0,392.98,390.84,387.56,383.56,380.89,380.03,382.56,386.34,389.44,392.52
2008,Kenya,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,384.14,382.6,380.09,381.99
2008,Mongolia,388.72,389.69,391.24,393.69,390.99,384.59,379.27,378.45,381.46,385.61,388.56,390.48
2008,Namibia,382.47,384.48,384.48,384.48,384.48,384.09,386.09,385.35,384.31,384.15,384.43,384.95
2008,New Zealand,381.8,381.45,381.11,382.13,383.17,383.05,383.0,382.56,382.54,383.11,382.47,381.36
2008,Norway,389.99,390.84,391.82,392.0,390.58,387.83,381.66,376.64,377.57,381.76,387.11,390.29
2008,Norway and Sweden,389.91,391.09,392.51,392.87,392.12,388.98,382.77,377.0,376.97,382.1,387.2,390.08
2008,Peoples Republic of China,387.42,387.99,389.56,390.82,389.17,384.63,381.13,381.29,383.52,385.26,386.04,386.56
2008,Poland,396.02,394.56,394.7,395.22,392.4,388.19,382.03,377.57,379.14,385.92,392.57,393.5
2008,Portugal,386.89,386.98,388.61,390.02,389.52,386.39,382.23,380.12,379.45,385.58,385.58,385.58
2008,Republic of Kiribati,384.86,385.22,385.47,386.27,386.03,385.47,385.54,385.14,384.49,384.47,385.06,385.8
2008,Republic of Korea,391.77,392.66,396.73,398.96,395.28,390.05,386.02,388.05,392.87,390.74,389.32,391.58
2008,Romania,399.9,398.77,398.18,391.6,397.25,400.84,385.96,382.41,388.17,394.47,398.25,402.12
2008,Seychelles,385.54,386.5,385.64,383.67,382.79,383.26,383.71,384.07,384.17,383.84,384.24,385.85
2008,Spain,385.75,387.07,387.67,388.25,388.89,387.81,385.45,382.47,381.06,382.58,384.92,387.09
2008,Taiwan,384.16,386.17,387.1,386.35,385.18,383.29,379.03,375.95,378.21,379.51,379.76,385.55
2008,United Kingdom,384.56,385.42,385.82,385.9,385.69,385.37,384.94,383.65,382.66,383.75,385.38,385.6
2008,United States,388.61,389.23,389.69,390.31,389.52,386.95,383.62,380.91,381.08,384.46,387.56,389.35
2009,Algeria,388.38,389.14,389.79,390.56,390.63,389.64,386.95,384.06,383.07,384.26,386.02,387.84
2009,American Samoa,385.36,385.6,386.24,385.67,385.05,385.09,385.24,385.47,385.4,385.46,385.91,386.22
2009,Argentina,382.91,383.25,383.51,383.85,384.26,384.47,384.9,385.1,385.44,385.56,384.99,384.54
2009,Australia,383.96,383.89,383.33,383.33,383.64,383.86,384.34,384.8,385.01,385.09,385.08,385.1
2009,Barbados,387.46,388.15,388.79,389.77,390.53,389.74,387.13,384.35,383.37,383.9,385.74,387.78
2009,Brazil,384.85,385.28,386.19,385.2,384.39,385.18,385.67,386.08,386.2,386.18,386.59,386.81
2009,Canada,393.74,393.74,395.54,396.78,393.88,388.4,381.04,385.0,385.26,387.52,389.92,391.82
2009,Chile,383.92,383.67,384.03,384.33,384.2,383.89,383.93,384.2,384.59,384.75,384.15,384.15
2009,Finland,393.75,396.14,395.62,393.15,392.59,388.84,380.47,377.61,381.55,387.49,393.76,396.99
2009,France,383.06,382.98,383.33,383.58,383.69,383.97,384.67,385.3,384.04,384.04,385.01,384.78
2009,Germany,395.06,396.6,396.36,392.2,387.0,383.66,381.72,379.74,382.4,388.96,393.23,395.07
2009,Greenland,390.49,391.18,392.15,392.72,392.22,389.03,382.51,378.26,378.85,382.84,387.9,389.77
2009,Guam,386.78,387.76,389.01,389.47,389.88,389.76,387.83,386.2,385.55,384.84,385.55,387.35
2009,Hungary,402.62,400.52,397.5,391.63,385.73,381.79,376.52,375.87,380.06,391.91,402.41,406.8
2009,Iceland,390.91,391.67,392.42,393.06,392.55,389.76,391.73,391.73,391.73,391.73,391.73,391.73
2009,Indonesia,381.02,381.92,381.99,382.82,381.75,381.7,382.64,381.39,380.05,381.83,382.57,382.69
2009,Ireland,390.22,390.7,391.76,392.55,391.79,388.67,383.06,378.16,379.45,384.5,388.35,389.87
2009,Israel,391.15,392.62,392.15,391.79,390.17,386.93,383.68,381.75,385.56,389.84,391.12,391.36
2009,Italy,390.02,392.34,392.58,390.11,389.22,388.04,384.41,382.67,383.22,386.1,388.88,390.34
2009,Japan,383.46,383.29,383.34,383.55,383.72,383.96,384.3,384.72,385.09,385.27,385.25,385.18
2009,Kazakhstan,393.21,392.91,392.38,390.83,387.95,384.09,380.92,379.96,387.78,387.78,387.78,387.78
2009,Kenya,385.38,385.58,384.1,384.51,386.17,387.06,386.24,385.09,385.37,384.92,382.52,382.67
2009,Mexico,386.71,387.65,387.6,388.75,391.08,389.17,385.28,383.23,382.16,382.03,384.59,387.16
2009,Mongolia,391.89,392.23,392.94,393.69,389.67,383.84,379.84,379.5,384.06,387.69,390.53,393.97
2009,Namibia,384.17,383.56,383.81,384.15,384.73,385.16,385.87,386.52,386.44,385.8,385.54,385.86
2009,New Zealand,381.89,382.93,383.25,383.46,383.66,383.67,384.24,384.72,384.72,385.04,383.76,383.76
2009,Norway,391.17,392.04,392.78,392.79,392.17,389.19,382.2,377.26,378.31,384.79,390.0,387.52
2009,Norway and Sweden,392.54,393.59,393.68,393.49,393.2,390.78,382.94,376.71,377.77,383.41,389.64,392.42
2009,Peoples Republic of China,391.86,392.45,393.56,394.66,393.61,390.95,389.58,389.02,381.62,389.75,396.8,398.21
2009,Poland,395.81,399.72,398.86,395.47,391.17,386.88,382.85,378.83,380.1,390.67,399.94,399.9
2009,Portugal,389.08,390.01,389.34,390.37,390.45,388.02,388.04,388.04,380.34,384.47,388.19,390.13
2009,Republic of Kiribati,386.49,387.63,388.56,388.21,387.7,387.73,387.35,387.35,387.35,386.15,386.45,387.24
2009,Republic of Korea,393.07,394.76,396.77,398.3,394.31,388.08,381.45,377.01,385.01,390.93,390.38,392.76
2009,Romania,405.45,405.03,404.67,396.42,395.76,408.4,409.39,399.25,395.84,399.31,401.48,403.8
2009,Seychelles,386.99,387.63,387.86,385.77,384.45,384.92,385.14,385.47,385.63,385.53,386.26,387.4
2009,Spain,388.56,388.48,388.56,389.12,389.09,388.82,386.8,383.7,383.38,386.15,389.06,391.52
2009,Taiwan,386.73,385.2,387.9,389.27,388.59,386.37,384.61,384.96,380.57,376.63,381.43,386.71
2009,United Kingdom,385.92,386.31,386.04,386.46,386.74,386.3,385.9,385.06,384.68,385.52,386.38,386.87
2009,United States,390.09,390.47,390.19,390.54,390.86,388.29,384.74,381.64,382.33,386.64,389.24,390.84
2010,Algeria,389.25,390.18,391.23,392.25,392.93,391.87,388.39,386.01,385.77,386.35,388.38,390.92
2010,American Samoa,386.64,387.34,387.34,387.74,387.74,387.78,387.88,387.87,387.63,387.69,388.26,388.99
2010,Argentina,384.1,383.75,384.49,385.28,385.69,386.48,387.07,387.28,387.26,387.02,386.91,386.66
2010,Australia,384.98,384.74,384.7,384.85,385.21,385.72,386.32,387.03,387.39,387.4,387.35,387.06
2010,Barbados,389.51,390.85,391.74,392.54,392.81,391.65,389.39,387.2,386.95,387.43,388.64,390.32
2010,Brazil,389.48,389.48,389.48,389.48,389.48,389.48,389.48,389.48,388.91,389.59,389.81,389.6
2010,Canada,391.32,391.52,391.84,392.36,393.6,389.07,383.34,381.9,385.79,390.34,393.64,395.78
2010,Chile,385.34,385.98,385.1,384.56,386.21,386.21,386.21,387.07,386.76,386.74,386.9,387.47
2010,Finland,397.49,397.59,397.47,396.62,394.56,389.79,381.29,380.16,386.91,392.21,394.87,397.85
2010,France,384.68,384.35,384.37,384.76,385.1,385.7,386.47,387.24,387.49,387.42,387.25,386.9
2010,Germany,397.92,400.62,398.12,393.94,391.24,389.4,385.18,381.16,384.17,394.4,401.33,398.97
2010,Greenland,391.41,393.35,393.77,394.09,393.6,390.35,385.38,382.06,383.23,387.46,392.08,394.09
2010,Guam,389.58,390.72,390.98,392.18,392.58,391.49,390.02,387.9,386.52,387.42,388.56,389.45
2010,Hungary,411.91,408.45,399.67,393.73,387.58,382.75,379.39,378.1,385.23,396.21,403.83,405.43
2010,Indonesia,384.11,384.56,384.74,384.88,381.71,380.38,384.05,384.63,382.42,382.2,383.42,384.42
2010,Ireland,391.06,392.31,393.62,393.87,392.13,389.57,385.38,380.88,382.57,387.29,391.31,393.4
2010,Israel,392.15,393.47,395.16,396.64,394.23,389.15,387.16,387.72,388.99,391.31,392.5,393.6
2010,Italy,391.65,392.96,394.16,394.43,391.23,387.38,385.7,385.08,386.66,389.79,392.33,394.5
2010,Japan,384.87,384.53,384.62,384.86,385.21,385.75,386.35,387.05,387.47,387.51,387.39,387.08
2010,Kenya,386.39,388.66,387.49,385.92,386.58,385.65,384.73,385.15,385.42,386.2,386.1,386.21
2010,Mexico,388.76,389.75,390.45,391.63,392.06,391.36,389.59,387.4,386.24,386.59,388.41,389.51
2010,Mongolia,394.41,395.25,395.73,395.49,395.24,390.66,385.25,384.42,388.88,392.07,393.38,395.84
2010,Namibia,385.52,385.44,385.96,386.3,386.14,387.21,389.13,389.06,387.99,387.89,387.69,387.96
2010,New Zealand,386.14,386.14,384.57,385.24,385.82,385.74,386.07,386.89,387.28,387.54,386.14,386.14
2010,Norway and Sweden,393.35,394.81,395.65,395.41,394.27,391.91,385.72,380.53,383.11,390.93,390.93,394.54
2010,Peoples Republic of China,394.28,396.78,398.78,396.54,396.62,395.06,387.65,380.56,387.26,395.62,396.16,394.58
2010,Poland,399.02,400.3,399.83,397.49,394.61,390.11,386.96,385.73,385.2,392.5,400.89,402.34
2010,Portugal,391.45,392.32,391.88,391.88,391.88,391.88,391.88,391.88,391.88,391.88,391.88,391.88
2010,Republic of Kiribati,388.58,390.16,390.46,389.49,389.06,389.19,389.22,388.62,388.09,388.33,389.11,389.83
2010,Republic of Korea,394.65,395.85,398.09,399.75,398.97,394.75,394.67,396.35,393.3,392.68,396.52,398.51
2010,Romania,407.11,409.0,404.23,398.65,404.43,416.18,416.65,408.74,402.97,404.18,409.4,408.91
2010,Seychelles,388.39,389.11,389.34,388.15,386.73,386.88,387.48,387.55,387.59,388.2,389.02,389.89
2010,Spain,392.67,393.42,393.59,391.63,390.1,389.77,387.9,385.96,386.63,388.79,391.86,395.09
2010,Taiwan,390.14,390.48,393.02,394.41,394.4,390.21,385.28,383.7,386.71,389.86,391.21,392.53
2010,United Kingdom,387.4,388.15,388.35,388.09,388.09,388.21,387.76,386.39,386.54,388.46,389.45,389.43
2010,United States,392.46,392.76,392.89,393.44,392.93,390.19,386.67,385.5,386.98,389.96,392.67,393.97
2011,Algeria,391.99,392.69,394.21,395.02,394.77,393.78,391.48,388.82,388.12,388.65,390.41,392.7
2011,American Samoa,389.48,389.33,388.74,388.73,389.14,388.97,389.29,389.88,389.78,389.98,390.36,390.58
2011,Argentina,386.07,386.06,386.79,387.36,387.84,388.44,387.09,387.09,387.09,387.09,387.09,387.09
2011,Australia,386.96,386.95,387.0,387.19,387.31,387.74,388.2,388.57,389.02,389.1,388.95,388.87
2011,Barbados,391.66,392.54,393.21,394.48,395.12,393.82,391.68,389.52,388.02,388.27,390.03,391.58
2011,Brazil,389.18,388.96,389.18,388.96,389.48,390.35,390.36,391.13,391.09,390.56,390.64,390.67
2011,Canada,396.7,399.63,401.84,399.16,396.6,391.49,384.38,381.24,384.42,391.34,397.8,400.26
2011,Chile,388.14,388.54,388.0,386.57,386.27,387.3,388.13,388.87,388.95,389.12,389.24,389.08
2011,Finland,399.52,399.91,400.06,399.32,396.94,391.24,385.1,388.21,392.07,391.06,393.88,400.48
2011,France,386.75,386.81,386.88,387.06,387.28,387.58,388.03,388.56,388.95,388.99,388.84,388.74
2011,Germany,398.61,402.7,400.35,393.46,391.03,389.4,385.44,382.33,384.71,393.14,397.39,398.45
2011,Greenland,395.18,396.22,396.73,397.16,397.2,393.63,387.23,382.26,383.05,388.39,393.47,396.03
2011,Guam,391.14,392.52,393.04,393.97,394.89,394.12,392.32,391.06,389.85,389.16,390.16,392.39
2011,Hungary,407.47,407.65,402.71,396.5,389.89,384.34,381.36,381.29,384.99,400.26,420.03,413.4
2011,Indonesia,386.29,385.41,385.85,385.85,385.85,385.85,385.85,385.85,385.85,385.85,385.85,385.85
2011,Ireland,394.2,395.77,396.7,396.27,395.92,393.59,387.77,382.39,383.36,389.11,393.96,396.04
2011,Israel,395.91,396.52,397.38,397.56,394.53,390.83,388.05,386.2,387.75,393.03,399.49,400.66
2011,Italy,395.26,395.48,397.77,396.81,394.06,393.79,389.86,386.07,387.43,390.87,393.29,394.4
2011,Japan,386.78,386.82,386.89,387.0,387.28,387.66,388.09,388.53,388.85,389.02,389.05,389.03
2011,Mexico,390.29,391.53,392.29,393.96,395.57,393.78,390.77,387.91,385.88,387.15,389.19,391.17
2011,Mongolia,396.71,397.63,398.87,399.51,396.98,387.78,382.31,384.94,388.36,391.54,394.27,397.12
2011,Namibia,388.03,389.88,389.88,389.88,389.88,389.88,389.88,391.46,390.18,389.72,389.93,389.95
2011,New Zealand,387.24,387.37,387.59,388.02,387.59,387.3,388.15,388.87,389.02,389.01,388.95,388.77
2011,Norway and Sweden,395.79,396.62,397.3,397.69,397.65,395.28,387.69,380.57,383.04,389.86,394.07,396.93
2011,Peoples Republic of China,395.04,396.53,398.51,398.52,397.2,391.12,385.9,387.1,393.46,401.95,398.85,395.97
2011,Poland,399.42,399.85,401.12,397.77,396.18,395.3,398.27,398.27,398.27,398.27,398.27,398.27
2011,Republic of Kiribati,390.25,390.65,391.03,391.38,392.01,392.43,391.83,390.94,390.59,390.73,391.06,391.56
2011,Republic of Korea,398.87,399.94,401.0,404.07,405.65,397.22,389.03,391.34,393.64,397.97,400.94,399.65
2011,Romania,406.54,405.65,402.92,409.86,420.62,410.73,407.81,407.58,396.7,399.43,409.07,412.75
2011,Russia,391.34,391.34,391.34,391.34,391.34,391.34,391.34,380.6,384.27,391.98,399.3,400.57
2011,Seychelles,390.82,391.61,390.44,388.07,387.92,389.19,389.94,389.97,389.88,390.08,390.5,391.02
2011,Spain,396.47,396.36,395.9,394.31,393.46,393.49,391.82,389.32,387.66,389.72,394.01,396.15
2011,Taiwan,395.0,396.52,397.02,397.57,394.52,389.86,388.59,386.24,384.46,388.67,390.72,390.92
2011,United Kingdom,389.55,389.58,389.9,390.54,390.77,390.14,389.4,388.99,388.73,389.37,390.25,390.42
2011,United States,394.46,394.76,395.29,396.03,395.36,392.66,389.59,387.61,388.05,390.95,394.05,395.34
2012,Algeria,394.25,395.79,396.47,396.48,396.5,395.83,393.27,390.71,390.32,391.09,392.97,394.98
2012,American Samoa,391.27,391.75,391.64,391.17,391.04,391.42,391.36,391.32,391.63,392.09,392.6,393.0
2012,Australia,388.76,388.73,388.77,388.97,389.21,389.63,390.26,390.9,391.25,391.27,391.12,391.03
2012,Barbados,393.12,394.4,395.34,396.1,396.57,395.79,393.07,390.88,390.18,390.8,392.75,394.67
2012,Brazil,390.88,390.73,390.94,392.76,393.61,393.46,393.46,393.02,393.17,393.41,393.68,394.18
2012,Canada,401.04,401.88,402.02,401.46,400.63,395.58,387.24,386.42,392.21,397.64,402.73,406.7
2012,Chile,389.34,389.98,390.03,389.7,389.96,390.58,390.87,390.68,390.78,391.41,391.73,391.76
2012,Finland,404.27,402.16,399.85,400.41,399.25,393.56,385.1,382.67,388.22,394.53,401.83,404.92
2012,France,388.34,388.12,388.6,389.04,389.26,389.79,390.49,391.01,391.25,391.21,391.23,391.18
2012,Germany,403.34,404.66,400.38,397.5,394.3,389.37,383.74,382.63,388.21,394.68,401.02,401.49
2012,Greenland,397.31,397.78,398.14,398.81,398.12,394.47,388.93,385.14,386.09,390.84,394.9,397.14
2012,Guam,393.85,394.02,395.12,397.04,396.7,394.89,392.28,389.41,389.79,392.07,394.36,395.65
2012,Hungary,405.85,408.12,403.13,398.03,391.12,384.16,385.29,388.27,392.61,401.51,409.94,412.83
2012,Indonesia,392.6,392.6,392.6,392.6,392.6,392.6,392.6,392.6,392.6,392.6,392.6,392.6
2012,Ireland,396.03,396.07,397.86,398.9,397.36,394.25,388.42,384.35,386.15,391.24,395.28,397.81
2012,Israel,398.39,398.47,398.87,399.29,397.53,394.09,391.66,390.04,391.25,397.3,398.95,398.74
2012,Italy,396.31,398.42,398.39,398.07,396.25,392.05,389.15,389.35,391.69,394.22,396.96,398.62
2012,Japan,388.8,388.49,388.61,388.93,389.17,389.6,390.25,390.89,391.29,391.31,391.25,391.32
2012,Mexico,392.41,393.06,394.1,395.32,396.28,394.92,391.07,388.59,388.98,390.29,391.67,393.72
2012,Mongolia,399.45,399.9,399.74,397.23,391.5,389.59,390.42,392.3,394.92,397.04,400.18,401.4
2012,Namibia,389.61,389.35,389.65,390.81,391.16,391.28,391.98,391.95,391.87,392.08,392.64,392.79
2012,New Zealand,388.93,388.87,388.46,388.66,389.33,390.11,390.76,391.06,391.08,390.93,390.87,391.21
2012,Norway and Sweden,397.99,399.1,400.02,399.98,399.67,396.43,388.61,383.23,385.64,391.44,396.28,398.78
2012,Peoples Republic of China,401.3,403.9,404.64,403.84,399.92,395.32,389.25,384.86,390.42,396.52,399.44,405.06
2012,Portugal,391.32,391.32,391.32,391.32,397.29,393.55,387.83,385.93,387.97,391.46,395.23,391.32
2012,Republic of Kiribati,392.49,393.77,394.49,394.06,393.13,392.71,392.48,392.47,392.84,393.42,393.75,394.19
2012,Republic of Korea,400.08,403.79,406.86,407.61,405.11,397.76,396.27,396.76,395.04,399.18,402.86,404.22
2012,Russia,399.2,399.24,399.63,401.25,401.34,395.13,384.69,382.84,389.21,396.27,401.49,401.77
2012,Seychelles,392.41,394.04,394.69,392.79,390.27,390.45,391.48,391.71,391.59,391.81,392.84,393.69
2012,South Africa,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,390.86,390.97,391.16
2012,Spain,396.75,396.71,397.78,397.84,395.21,393.86,391.87,391.44,392.78,393.81,395.84,396.71
2012,Taiwan,393.49,394.64,395.04,395.64,395.1,392.74,390.64,390.28,390.72,392.74,397.2,399.6
2012,United Kingdom,390.92,390.88,392.13,392.49,392.12,391.62,391.92,391.16,390.59,391.66,392.81,393.03
2012,United States,395.83,396.5,396.72,396.73,396.32,394.33,390.9,388.99,390.7,393.97,396.09,396.92
2013,Algeria,396.17,396.17,396.17,399.39,399.57,398.59,395.54,392.69,392.28,393.67,395.85,397.92
2013,American Samoa,394.18,394.79,394.34,394.78,394.65,393.95,394.37,394.73,394.53,394.53,394.92,395.73
